Loading HierarchicalGraph from /home/tuero/Documents/cmput-658/a3/PRAStar/scenarios/wc3maps512/tranquilpaths.hierarchical_graph.nop
Solution from (110,211), to (108,214). Optimal cost: 3.82843, Found cost: 3.82843, Expanded: 17, Generated: 51, Total duration: 6.0497e-05, First move duration: 6.0497e-05
Solution from (85,152), to (83,152). Optimal cost: 2, Found cost: 2, Expanded: 10, Generated: 18, Total duration: 2.8553e-05, First move duration: 2.8553e-05
Solution from (262,359), to (261,359). Optimal cost: 1, Found cost: 1, Expanded: 11, Generated: 25, Total duration: 3.0071e-05, First move duration: 3.0071e-05
Solution from (86,273), to (86,274). Optimal cost: 1, Found cost: 1, Expanded: 11, Generated: 18, Total duration: 2.6554e-05, First move duration: 2.6554e-05
Solution from (320,134), to (322,135). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 13, Generated: 38, Total duration: 4.0182e-05, First move duration: 4.0182e-05
Solution from (164,270), to (166,269). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 14, Generated: 34, Total duration: 3.9179e-05, First move duration: 3.9179e-05
Solution from (249,411), to (250,413). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 10, Generated: 21, Total duration: 2.7601e-05, First move duration: 2.7601e-05
Solution from (243,98), to (242,101). Optimal cost: 3.41421, Found cost: 3.41421, Expanded: 11, Generated: 24, Total duration: 3.3256e-05, First move duration: 3.3256e-05
Solution from (330,255), to (332,257). Optimal cost: 2.82843, Found cost: 2.82843, Expanded: 16, Generated: 50, Total duration: 4.7643e-05, First move duration: 4.7643e-05
Solution from (67,314), to (66,311). Optimal cost: 3.41421, Found cost: 3.41421, Expanded: 11, Generated: 23, Total duration: 3.0894e-05, First move duration: 3.0894e-05
Solution from (218,114), to (219,118). Optimal cost: 4.41421, Found cost: 4.41421, Expanded: 15, Generated: 38, Total duration: 4.4761e-05, First move duration: 4.4761e-05
Solution from (240,173), to (238,179). Optimal cost: 6.82843, Found cost: 6.82843, Expanded: 23, Generated: 67, Total duration: 7.0262e-05, First move duration: 7.0262e-05
Solution from (149,368), to (143,365). Optimal cost: 7.24264, Found cost: 7.24264, Expanded: 25, Generated: 53, Total duration: 6.1885e-05, First move duration: 6.1885e-05
Solution from (91,229), to (95,226). Optimal cost: 5.24264, Found cost: 5.24264, Expanded: 21, Generated: 65, Total duration: 6.3507e-05, First move duration: 6.3507e-05
Solution from (55,319), to (50,316). Optimal cost: 6.24264, Found cost: 6.24264, Expanded: 17, Generated: 40, Total duration: 4.1574e-05, First move duration: 4.1574e-05
Solution from (209,346), to (210,340). Optimal cost: 6.41421, Found cost: 6.41421, Expanded: 20, Generated: 48, Total duration: 4.9317e-05, First move duration: 4.9317e-05
Solution from (297,273), to (295,277). Optimal cost: 4.82843, Found cost: 6.24264, Expanded: 24, Generated: 55, Total duration: 6.272e-05, First move duration: 6.272e-05
Solution from (379,342), to (374,338). Optimal cost: 6.65685, Found cost: 11.8284, Expanded: 97, Generated: 160, Total duration: 0.000187635, First move duration: 0.000155748
Solution from (193,298), to (198,298). Optimal cost: 5, Found cost: 5, Expanded: 18, Generated: 49, Total duration: 4.7461e-05, First move duration: 4.7461e-05
Solution from (132,437), to (128,437). Optimal cost: 4, Found cost: 4, Expanded: 14, Generated: 35, Total duration: 3.499e-05, First move duration: 3.499e-05
Solution from (287,247), to (296,242). Optimal cost: 11.0711, Found cost: 12.8284, Expanded: 61, Generated: 144, Total duration: 0.000131044, First move duration: 0.000105126
Solution from (376,216), to (386,217). Optimal cost: 10.4142, Found cost: 10.4142, Expanded: 42, Generated: 122, Total duration: 0.000115926, First move duration: 9.6073e-05
Solution from (182,293), to (191,291). Optimal cost: 9.82843, Found cost: 9.82843, Expanded: 44, Generated: 113, Total duration: 0.000104688, First move duration: 8.7212e-05
Solution from (220,432), to (214,427). Optimal cost: 8.07107, Found cost: 8.07107, Expanded: 24, Generated: 76, Total duration: 7.1181e-05, First move duration: 7.1181e-05
Solution from (129,171), to (118,170). Optimal cost: 11.4142, Found cost: 15.0711, Expanded: 96, Generated: 212, Total duration: 0.000191927, First move duration: 0.000151032
Solution from (268,231), to (262,223). Optimal cost: 10.4853, Found cost: 11.0711, Expanded: 44, Generated: 115, Total duration: 0.000104455, First move duration: 8.8347e-05
Solution from (81,272), to (74,265). Optimal cost: 9.89949, Found cost: 9.89949, Expanded: 22, Generated: 72, Total duration: 6.8306e-05, First move duration: 6.8306e-05
Solution from (75,355), to (67,354). Optimal cost: 10.4142, Found cost: 10.4142, Expanded: 64, Generated: 109, Total duration: 0.000113293, First move duration: 9.2358e-05
Solution from (392,183), to (401,187). Optimal cost: 10.6569, Found cost: 11.2426, Expanded: 45, Generated: 133, Total duration: 0.000108302, First move duration: 8.219e-05
Solution from (127,299), to (126,309). Optimal cost: 10.4142, Found cost: 10.4142, Expanded: 51, Generated: 149, Total duration: 0.000127602, First move duration: 9.948e-05
Solution from (134,303), to (144,297). Optimal cost: 12.4853, Found cost: 12.4853, Expanded: 55, Generated: 169, Total duration: 0.000141082, First move duration: 0.000113067
Solution from (153,427), to (164,433). Optimal cost: 13.4853, Found cost: 14.6569, Expanded: 101, Generated: 226, Total duration: 0.000194002, First move duration: 0.000150714
Solution from (205,384), to (217,376). Optimal cost: 15.3137, Found cost: 15.3137, Expanded: 67, Generated: 183, Total duration: 0.000151484, First move duration: 0.000116521
Solution from (384,339), to (378,329). Optimal cost: 12.4853, Found cost: 12.4853, Expanded: 53, Generated: 181, Total duration: 0.00015929, First move duration: 0.000128529
Solution from (376,309), to (379,321). Optimal cost: 13.2426, Found cost: 13.2426, Expanded: 47, Generated: 138, Total duration: 0.00012517, First move duration: 9.9762e-05
Solution from (248,337), to (258,342). Optimal cost: 12.0711, Found cost: 12.0711, Expanded: 52, Generated: 149, Total duration: 0.000122447, First move duration: 9.8887e-05
Solution from (210,447), to (200,442). Optimal cost: 12.0711, Found cost: 12.6569, Expanded: 56, Generated: 166, Total duration: 0.000143246, First move duration: 0.00011245
Solution from (410,109), to (414,123). Optimal cost: 15.6569, Found cost: 16.4853, Expanded: 78, Generated: 212, Total duration: 0.000180459, First move duration: 0.000143225
Solution from (162,199), to (165,185). Optimal cost: 15.2426, Found cost: 16.0711, Expanded: 86, Generated: 215, Total duration: 0.000189959, First move duration: 0.000146246
Solution from (334,92), to (323,97). Optimal cost: 13.0711, Found cost: 13.0711, Expanded: 62, Generated: 153, Total duration: 0.000142244, First move duration: 0.000114978
Solution from (214,342), to (201,332). Optimal cost: 17.1421, Found cost: 18.3137, Expanded: 98, Generated: 253, Total duration: 0.000213132, First move duration: 0.000150786
