Loading HierarchicalGraph from /home/tuero/Documents/cmput-658/a3/PRAStar/scenarios/wc3maps512/mysticisles.hierarchical_graph.nop
Solution from (237,234), to (234,232). Optimal cost: 3.82843, Found cost: 3.82843, Expanded: 32, Generated: 69, Total duration: 7.2873e-05, First move duration: 3.9099e-05
Solution from (349,467), to (346,469). Optimal cost: 3.82843, Found cost: 3.82843, Expanded: 40, Generated: 119, Total duration: 9.4306e-05, First move duration: 5.391e-05
Solution from (109,255), to (107,253). Optimal cost: 2.82843, Found cost: 2.82843, Expanded: 21, Generated: 34, Total duration: 4.4086e-05, First move duration: 2.8045e-05
Solution from (56,79), to (58,79). Optimal cost: 2, Found cost: 2, Expanded: 19, Generated: 35, Total duration: 4.1612e-05, First move duration: 2.6553e-05
Solution from (253,400), to (255,401). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 24, Generated: 53, Total duration: 5.3814e-05, First move duration: 3.6381e-05
Solution from (120,299), to (122,297). Optimal cost: 2.82843, Found cost: 2.82843, Expanded: 19, Generated: 28, Total duration: 3.8661e-05, First move duration: 2.3424e-05
Solution from (387,457), to (387,458). Optimal cost: 1, Found cost: 1, Expanded: 11, Generated: 28, Total duration: 3.0609e-05, First move duration: 3.0609e-05
Solution from (411,178), to (412,179). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 13, Generated: 37, Total duration: 3.8439e-05, First move duration: 3.8439e-05
Solution from (81,438), to (80,440). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 19, Generated: 37, Total duration: 4.3267e-05, First move duration: 2.8308e-05
Solution from (222,272), to (223,271). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 10, Generated: 24, Total duration: 2.7551e-05, First move duration: 2.7551e-05
Solution from (93,434), to (96,429). Optimal cost: 6.24264, Found cost: 6.24264, Expanded: 61, Generated: 170, Total duration: 0.000121229, First move duration: 3.9323e-05
Solution from (389,479), to (394,477). Optimal cost: 5.82843, Found cost: 6.41421, Expanded: 88, Generated: 279, Total duration: 0.000169923, First move duration: 5.6928e-05
Solution from (63,332), to (62,338). Optimal cost: 6.41421, Found cost: 6.41421, Expanded: 97, Generated: 323, Total duration: 0.000186563, First move duration: 5.321e-05
Solution from (199,67), to (198,71). Optimal cost: 4.41421, Found cost: 4.41421, Expanded: 50, Generated: 136, Total duration: 9.9298e-05, First move duration: 4.2953e-05
Solution from (393,277), to (393,270). Optimal cost: 7, Found cost: 7, Expanded: 91, Generated: 213, Total duration: 0.00016129, First move duration: 4.6474e-05
Solution from (454,152), to (455,148). Optimal cost: 4.41421, Found cost: 4.41421, Expanded: 48, Generated: 110, Total duration: 9.6901e-05, First move duration: 4.2546e-05
Solution from (79,397), to (80,403). Optimal cost: 6.41421, Found cost: 6.41421, Expanded: 97, Generated: 243, Total duration: 0.000158233, First move duration: 4.7378e-05
Solution from (342,211), to (336,214). Optimal cost: 7.24264, Found cost: 7.24264, Expanded: 75, Generated: 191, Total duration: 0.000150745, First move duration: 5.1245e-05
Solution from (115,444), to (111,446). Optimal cost: 4.82843, Found cost: 5.41421, Expanded: 66, Generated: 167, Total duration: 0.000130581, First move duration: 4.2777e-05
Solution from (378,227), to (378,223). Optimal cost: 4, Found cost: 4, Expanded: 46, Generated: 93, Total duration: 8.7479e-05, First move duration: 3.6806e-05
Solution from (397,245), to (390,253). Optimal cost: 10.8995, Found cost: 11.4853, Expanded: 118, Generated: 308, Total duration: 0.000228656, First move duration: 4.9677e-05
Solution from (460,328), to (456,336). Optimal cost: 9.65685, Found cost: 9.65685, Expanded: 117, Generated: 301, Total duration: 0.000211861, First move duration: 4.6479e-05
Solution from (68,67), to (76,73). Optimal cost: 10.4853, Found cost: 11.0711, Expanded: 130, Generated: 324, Total duration: 0.000241342, First move duration: 5.2169e-05
Solution from (409,74), to (401,66). Optimal cost: 11.3137, Found cost: 13.6569, Expanded: 164, Generated: 429, Total duration: 0.000298422, First move duration: 5.0673e-05
Solution from (405,272), to (401,281). Optimal cost: 10.6569, Found cost: 10.6569, Expanded: 130, Generated: 368, Total duration: 0.000237075, First move duration: 5.9928e-05
