Loading HierarchicalGraph from /home/tuero/Documents/cmput-658/a3/PRAStar/scenarios/wc3maps512/frostsabre.hierarchical_graph.nop
Solution from (157,226), to (158,227). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 9, Generated: 8, Total duration: 2.3892e-05, First move duration: 2.3892e-05
Solution from (248,333), to (249,332). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 12, Generated: 35, Total duration: 3.9839e-05, First move duration: 3.9839e-05
Solution from (338,437), to (337,437). Optimal cost: 1, Found cost: 1, Expanded: 8, Generated: 8, Total duration: 2.0106e-05, First move duration: 2.0106e-05
Solution from (320,300), to (318,299). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 11, Generated: 18, Total duration: 2.9595e-05, First move duration: 2.9595e-05
Solution from (142,245), to (140,247). Optimal cost: 3.41421, Found cost: 3.41421, Expanded: 13, Generated: 23, Total duration: 3.3785e-05, First move duration: 3.3785e-05
Solution from (132,207), to (133,207). Optimal cost: 1, Found cost: 1, Expanded: 9, Generated: 16, Total duration: 2.6422e-05, First move duration: 2.6422e-05
Solution from (155,365), to (156,366). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 9, Generated: 8, Total duration: 1.9734e-05, First move duration: 1.9734e-05
Solution from (330,437), to (332,435). Optimal cost: 2.82843, Found cost: 2.82843, Expanded: 12, Generated: 33, Total duration: 3.6684e-05, First move duration: 3.6684e-05
Solution from (146,153), to (143,153). Optimal cost: 3, Found cost: 3, Expanded: 16, Generated: 48, Total duration: 5.2037e-05, First move duration: 5.2037e-05
Solution from (380,99), to (380,100). Optimal cost: 1, Found cost: 1, Expanded: 10, Generated: 18, Total duration: 2.6481e-05, First move duration: 2.6481e-05
Solution from (213,84), to (217,84). Optimal cost: 4, Found cost: 4, Expanded: 15, Generated: 27, Total duration: 3.9618e-05, First move duration: 3.9618e-05
Solution from (300,408), to (306,411). Optimal cost: 7.24264, Found cost: 7.82843, Expanded: 32, Generated: 78, Total duration: 7.9434e-05, First move duration: 7.9434e-05
Solution from (197,162), to (204,161). Optimal cost: 7.41421, Found cost: 7.41421, Expanded: 28, Generated: 83, Total duration: 8.1079e-05, First move duration: 8.1079e-05
Solution from (301,342), to (296,345). Optimal cost: 6.24264, Found cost: 6.24264, Expanded: 21, Generated: 74, Total duration: 6.2973e-05, First move duration: 6.2973e-05
Solution from (247,411), to (242,412). Optimal cost: 5.41421, Found cost: 5.41421, Expanded: 16, Generated: 40, Total duration: 4.3622e-05, First move duration: 4.3622e-05
Solution from (277,395), to (274,392). Optimal cost: 4.24264, Found cost: 4.24264, Expanded: 17, Generated: 53, Total duration: 4.8608e-05, First move duration: 4.8608e-05
Solution from (114,419), to (113,426). Optimal cost: 7.41421, Found cost: 8.24264, Expanded: 32, Generated: 86, Total duration: 8.4913e-05, First move duration: 8.4913e-05
Solution from (364,363), to (367,360). Optimal cost: 4.24264, Found cost: 4.82843, Expanded: 16, Generated: 41, Total duration: 4.6334e-05, First move duration: 4.6334e-05
Solution from (97,306), to (90,306). Optimal cost: 7, Found cost: 7, Expanded: 24, Generated: 80, Total duration: 7.7763e-05, First move duration: 7.7763e-05
Solution from (63,115), to (67,117). Optimal cost: 4.82843, Found cost: 5.41421, Expanded: 23, Generated: 45, Total duration: 5.499e-05, First move duration: 5.499e-05
Solution from (309,225), to (299,224). Optimal cost: 10.4142, Found cost: 10.4142, Expanded: 34, Generated: 92, Total duration: 9.2171e-05, First move duration: 9.2171e-05
Solution from (310,411), to (300,415). Optimal cost: 11.6569, Found cost: 11.6569, Expanded: 41, Generated: 109, Total duration: 0.0001118, First move duration: 0.0001118
Solution from (424,92), to (420,101). Optimal cost: 10.6569, Found cost: 10.6569, Expanded: 28, Generated: 91, Total duration: 9.3474e-05, First move duration: 9.3474e-05
Solution from (413,126), to (409,119). Optimal cost: 8.65685, Found cost: 8.65685, Expanded: 29, Generated: 81, Total duration: 7.8188e-05, First move duration: 7.8188e-05
Solution from (96,323), to (106,326). Optimal cost: 11.2426, Found cost: 11.2426, Expanded: 47, Generated: 110, Total duration: 0.000116623, First move duration: 0.000116623
Solution from (155,394), to (163,389). Optimal cost: 10.0711, Found cost: 10.0711, Expanded: 30, Generated: 82, Total duration: 8.265e-05, First move duration: 8.265e-05
Solution from (108,221), to (100,215). Optimal cost: 10.4853, Found cost: 10.4853, Expanded: 26, Generated: 96, Total duration: 8.4944e-05, First move duration: 8.4944e-05
Solution from (354,204), to (345,209). Optimal cost: 11.0711, Found cost: 11.0711, Expanded: 38, Generated: 95, Total duration: 0.000103497, First move duration: 0.000103497
Solution from (240,311), to (231,312). Optimal cost: 9.41421, Found cost: 9.41421, Expanded: 27, Generated: 76, Total duration: 6.8339e-05, First move duration: 6.8339e-05
Solution from (209,171), to (198,173). Optimal cost: 11.8284, Found cost: 12.4142, Expanded: 35, Generated: 101, Total duration: 9.285e-05, First move duration: 9.285e-05
Solution from (263,173), to (262,188). Optimal cost: 15.4142, Found cost: 17.0711, Expanded: 70, Generated: 157, Total duration: 0.000181056, First move duration: 0.000181056
Solution from (389,152), to (376,153). Optimal cost: 13.4142, Found cost: 14.2426, Expanded: 52, Generated: 121, Total duration: 0.000127112, First move duration: 0.000127112
Solution from (318,325), to (329,321). Optimal cost: 12.6569, Found cost: 13.2426, Expanded: 41, Generated: 101, Total duration: 9.5005e-05, First move duration: 9.5005e-05
Solution from (99,113), to (108,101). Optimal cost: 15.7279, Found cost: 27.4853, Expanded: 193, Generated: 288, Total duration: 0.000367501, First move duration: 0.000367501
Solution from (231,233), to (219,241). Optimal cost: 15.3137, Found cost: 15.3137, Expanded: 60, Generated: 156, Total duration: 0.00015745, First move duration: 0.00015745
Solution from (390,113), to (390,98). Optimal cost: 15, Found cost: 15.8284, Expanded: 48, Generated: 86, Total duration: 0.000110201, First move duration: 0.000110201
Solution from (353,346), to (360,333). Optimal cost: 15.8995, Found cost: 17.0711, Expanded: 81, Generated: 148, Total duration: 0.000165468, First move duration: 0.000165468
Solution from (141,247), to (132,255). Optimal cost: 12.3137, Found cost: 12.3137, Expanded: 39, Generated: 109, Total duration: 0.000121749, First move duration: 0.000121749
Solution from (417,223), to (430,216). Optimal cost: 15.8995, Found cost: 15.8995, Expanded: 69, Generated: 168, Total duration: 0.00017612, First move duration: 0.00017612
Solution from (234,415), to (232,400). Optimal cost: 15.8284, Found cost: 15.8284, Expanded: 50, Generated: 127, Total duration: 0.000132526, First move duration: 0.000132526
Solution from (289,418), to (306,423). Optimal cost: 19.0711, Found cost: 27.0711, Expanded: 155, Generated: 256, Total duration: 0.000309059, First move duration: 0.000309059
Solution from (168,300), to (177,314). Optimal cost: 17.7279, Found cost: 20.3137, Expanded: 111, Generated: 208, Total duration: 0.000204455, First move duration: 0.000204455
Solution from (193,267), to (187,284). Optimal cost: 19.4853, Found cost: 23.1421, Expanded: 89, Generated: 189, Total duration: 0.000217846, First move duration: 0.000217846
Solution from (147,341), to (133,332). Optimal cost: 17.7279, Found cost: 18.3137, Expanded: 76, Generated: 153, Total duration: 0.000153994, First move duration: 0.000153994
Solution from (432,399), to (447,393). Optimal cost: 17.4853, Found cost: 21.4853, Expanded: 120, Generated: 196, Total duration: 0.000227915, First move duration: 0.000227915
Solution from (264,243), to (249,255). Optimal cost: 19.9706, Found cost: 23.4853, Expanded: 91, Generated: 202, Total duration: 0.000204643, First move duration: 0.000204643
Solution from (114,309), to (102,294). Optimal cost: 19.9706, Found cost: 24.0711, Expanded: 138, Generated: 237, Total duration: 0.000282624, First move duration: 0.000282624
Solution from (282,294), to (275,279). Optimal cost: 17.8995, Found cost: 17.8995, Expanded: 54, Generated: 159, Total duration: 0.000146575, First move duration: 0.000146575
Solution from (172,259), to (184,248). Optimal cost: 16.5563, Found cost: 16.5563, Expanded: 38, Generated: 127, Total duration: 0.000116919, First move duration: 0.000116919
Solution from (306,313), to (292,305). Optimal cost: 17.8995, Found cost: 17.8995, Expanded: 78, Generated: 174, Total duration: 0.000168716, First move duration: 0.000168716
Solution from (107,127), to (114,108). Optimal cost: 21.8995, Found cost: 21.8995, Expanded: 66, Generated: 171, Total duration: 0.000190893, First move duration: 0.000190893
Solution from (170,174), to (149,169). Optimal cost: 23.0711, Found cost: 23.8995, Expanded: 102, Generated: 215, Total duration: 0.000243207, First move duration: 0.000243207
Solution from (238,208), to (228,226). Optimal cost: 22.1421, Found cost: 30.9706, Expanded: 137, Generated: 245, Total duration: 0.000302828, First move duration: 0.000302828
Solution from (249,124), to (232,110). Optimal cost: 22.799, Found cost: 27.9706, Expanded: 210, Generated: 313, Total duration: 0.000397355, First move duration: 0.000397355
Solution from (292,338), to (301,356). Optimal cost: 21.7279, Found cost: 23.7279, Expanded: 111, Generated: 236, Total duration: 0.000238772, First move duration: 0.000238772
Solution from (263,102), to (262,124). Optimal cost: 22.4142, Found cost: 23.2426, Expanded: 70, Generated: 187, Total duration: 0.000198209, First move duration: 0.000198209
Solution from (390,199), to (374,211). Optimal cost: 20.9706, Found cost: 22.1421, Expanded: 101, Generated: 216, Total duration: 0.000233292, First move duration: 0.000233292
Solution from (223,298), to (214,318). Optimal cost: 23.7279, Found cost: 29.7279, Expanded: 157, Generated: 261, Total duration: 0.000260864, First move duration: 0.000260864
Solution from (213,220), to (192,216). Optimal cost: 22.6569, Found cost: 23.8284, Expanded: 140, Generated: 251, Total duration: 0.000288312, First move duration: 0.000288312
Solution from (407,308), to (399,326). Optimal cost: 21.3137, Found cost: 27.5563, Expanded: 174, Generated: 287, Total duration: 0.000348191, First move duration: 0.000348191
Solution from (404,226), to (380,234). Optimal cost: 27.3137, Found cost: 31.5563, Expanded: 177, Generated: 327, Total duration: 0.000340651, First move duration: 0.000340651
