Loading FlatGraph from /home/tuero/Documents/cmput-658/a3/PRAStar/scenarios/bg512/AR0044SR.flat_graph.nop
Solution from (315,289), to (316,291). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 3, Generated: 13, Total duration: 1.5671e-05, First move duration: 1.5671e-05
Solution from (30,122), to (31,124). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 3, Generated: 13, Total duration: 1.2824e-05, First move duration: 1.2824e-05
Solution from (200,455), to (202,453). Optimal cost: 2.82843, Found cost: 2.82843, Expanded: 3, Generated: 13, Total duration: 1.091e-05, First move duration: 1.091e-05
Solution from (418,472), to (418,475). Optimal cost: 3, Found cost: 3, Expanded: 4, Generated: 14, Total duration: 1.2759e-05, First move duration: 1.2759e-05
Solution from (178,449), to (180,452). Optimal cost: 3.82843, Found cost: 3.82843, Expanded: 4, Generated: 16, Total duration: 1.3859e-05, First move duration: 1.3859e-05
Solution from (64,42), to (66,45). Optimal cost: 3.82843, Found cost: 3.82843, Expanded: 4, Generated: 16, Total duration: 1.5045e-05, First move duration: 1.5045e-05
Solution from (296,490), to (299,492). Optimal cost: 3.82843, Found cost: 3.82843, Expanded: 4, Generated: 16, Total duration: 1.3586e-05, First move duration: 1.3586e-05
Solution from (396,354), to (397,354). Optimal cost: 1, Found cost: 1, Expanded: 2, Generated: 8, Total duration: 6.549e-06, First move duration: 6.549e-06
Solution from (244,176), to (246,176). Optimal cost: 2, Found cost: 2, Expanded: 3, Generated: 11, Total duration: 8.85e-06, First move duration: 8.85e-06
Solution from (204,428), to (207,426). Optimal cost: 3.82843, Found cost: 3.82843, Expanded: 4, Generated: 16, Total duration: 1.3019e-05, First move duration: 1.3019e-05
Solution from (356,315), to (360,321). Optimal cost: 7.65685, Found cost: 7.65685, Expanded: 7, Generated: 31, Total duration: 0.00278775, First move duration: 0.00278775
Solution from (16,236), to (22,234). Optimal cost: 6.82843, Found cost: 6.82843, Expanded: 7, Generated: 27, Total duration: 1.9495e-05, First move duration: 1.9495e-05
Solution from (131,235), to (125,238). Optimal cost: 7.24264, Found cost: 7.24264, Expanded: 7, Generated: 29, Total duration: 1.9375e-05, First move duration: 1.9375e-05
Solution from (117,340), to (121,335). Optimal cost: 6.65685, Found cost: 6.65685, Expanded: 6, Generated: 28, Total duration: 1.9329e-05, First move duration: 1.9329e-05
Solution from (330,418), to (330,423). Optimal cost: 5, Found cost: 5, Expanded: 6, Generated: 20, Total duration: 1.92e-05, First move duration: 1.92e-05
Solution from (441,56), to (442,62). Optimal cost: 6.41421, Found cost: 6.41421, Expanded: 7, Generated: 25, Total duration: 2.4451e-05, First move duration: 2.4451e-05
Solution from (481,436), to (476,435). Optimal cost: 5.41421, Found cost: 5.41421, Expanded: 6, Generated: 22, Total duration: 1.9198e-05, First move duration: 1.9198e-05
Solution from (231,174), to (225,173). Optimal cost: 6.41421, Found cost: 6.41421, Expanded: 7, Generated: 25, Total duration: 1.6464e-05, First move duration: 1.6464e-05
Solution from (496,270), to (492,272). Optimal cost: 4.82843, Found cost: 4.82843, Expanded: 5, Generated: 21, Total duration: 1.4845e-05, First move duration: 1.4845e-05
Solution from (416,142), to (413,146). Optimal cost: 5.24264, Found cost: 5.24264, Expanded: 5, Generated: 23, Total duration: 1.8924e-05, First move duration: 1.8924e-05
Solution from (43,228), to (46,237). Optimal cost: 10.2426, Found cost: 10.2426, Expanded: 10, Generated: 38, Total duration: 3.0608e-05, First move duration: 3.0608e-05
Solution from (334,174), to (330,183). Optimal cost: 10.6569, Found cost: 10.6569, Expanded: 10, Generated: 40, Total duration: 3.5314e-05, First move duration: 3.5314e-05
