Loading FlatGraph from /home/tuero/Documents/cmput-658/a3/PRAStar/scenarios/bg512/AR0600SR.flat_graph.nop
Solution from (372,132), to (372,135). Optimal cost: 3, Found cost: 3, Expanded: 4, Generated: 14, Total duration: 1.7226e-05, First move duration: 1.7226e-05
Solution from (187,285), to (186,283). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 3, Generated: 13, Total duration: 1.0624e-05, First move duration: 1.0624e-05
Solution from (101,423), to (99,425). Optimal cost: 2.82843, Found cost: 2.82843, Expanded: 3, Generated: 13, Total duration: 1.1199e-05, First move duration: 1.1199e-05
Solution from (449,217), to (447,218). Optimal cost: 2.41421, Found cost: 2.41421, Expanded: 3, Generated: 13, Total duration: 1.1184e-05, First move duration: 1.1184e-05
Solution from (143,356), to (144,353). Optimal cost: 3.41421, Found cost: 3.41421, Expanded: 4, Generated: 16, Total duration: 1.1806e-05, First move duration: 1.1806e-05
Solution from (55,439), to (54,438). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 2, Generated: 8, Total duration: 6.746e-06, First move duration: 6.746e-06
Solution from (162,251), to (161,252). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 2, Generated: 8, Total duration: 6.239e-06, First move duration: 6.239e-06
Solution from (433,294), to (434,293). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 2, Generated: 8, Total duration: 7.062e-06, First move duration: 7.062e-06
Solution from (69,417), to (68,418). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 2, Generated: 5, Total duration: 5.509e-06, First move duration: 5.509e-06
Solution from (72,430), to (74,430). Optimal cost: 2, Found cost: 2, Expanded: 3, Generated: 11, Total duration: 8.773e-06, First move duration: 8.773e-06
Solution from (209,149), to (210,155). Optimal cost: 6.41421, Found cost: 6.41421, Expanded: 7, Generated: 23, Total duration: 0.000194986, First move duration: 0.000194986
Solution from (80,446), to (76,441). Optimal cost: 6.65685, Found cost: 6.65685, Expanded: 6, Generated: 28, Total duration: 2.0651e-05, First move duration: 2.0651e-05
Solution from (117,401), to (115,395). Optimal cost: 6.82843, Found cost: 6.82843, Expanded: 7, Generated: 27, Total duration: 2.1588e-05, First move duration: 2.1588e-05
Solution from (202,318), to (197,319). Optimal cost: 5.41421, Found cost: 5.41421, Expanded: 6, Generated: 22, Total duration: 1.6471e-05, First move duration: 1.6471e-05
Solution from (269,121), to (267,125). Optimal cost: 4.82843, Found cost: 4.82843, Expanded: 5, Generated: 21, Total duration: 1.6978e-05, First move duration: 1.6978e-05
Solution from (182,336), to (179,331). Optimal cost: 6.24264, Found cost: 6.24264, Expanded: 6, Generated: 26, Total duration: 1.802e-05, First move duration: 1.802e-05
Solution from (222,143), to (217,139). Optimal cost: 6.65685, Found cost: 6.65685, Expanded: 6, Generated: 28, Total duration: 2.1284e-05, First move duration: 2.1284e-05
Solution from (86,436), to (90,438). Optimal cost: 4.82843, Found cost: 4.82843, Expanded: 5, Generated: 21, Total duration: 1.361e-05, First move duration: 1.361e-05
Solution from (218,142), to (220,138). Optimal cost: 4.82843, Found cost: 4.82843, Expanded: 5, Generated: 21, Total duration: 1.275e-05, First move duration: 1.275e-05
Solution from (145,383), to (142,379). Optimal cost: 5.24264, Found cost: 5.24264, Expanded: 5, Generated: 23, Total duration: 1.4836e-05, First move duration: 1.4836e-05
Solution from (148,355), to (152,365). Optimal cost: 11.6569, Found cost: 11.6569, Expanded: 11, Generated: 43, Total duration: 3.4108e-05, First move duration: 3.4108e-05
Solution from (178,339), to (177,349). Optimal cost: 10.4142, Found cost: 10.4142, Expanded: 11, Generated: 37, Total duration: 3.3039e-05, First move duration: 3.3039e-05
Solution from (371,132), to (364,126). Optimal cost: 9.48528, Found cost: 9.48528, Expanded: 8, Generated: 38, Total duration: 2.8365e-05, First move duration: 2.8365e-05
Solution from (439,195), to (433,189). Optimal cost: 8.48528, Found cost: 8.48528, Expanded: 7, Generated: 32, Total duration: 2.2878e-05, First move duration: 2.2878e-05
Solution from (138,352), to (146,351). Optimal cost: 8.41421, Found cost: 8.41421, Expanded: 9, Generated: 31, Total duration: 1.9508e-05, First move duration: 1.9508e-05
Solution from (53,446), to (61,449). Optimal cost: 9.24264, Found cost: 9.24264, Expanded: 9, Generated: 35, Total duration: 2.7323e-05, First move duration: 2.7323e-05
Solution from (112,420), to (110,411). Optimal cost: 9.82843, Found cost: 9.82843, Expanded: 10, Generated: 36, Total duration: 3.1365e-05, First move duration: 3.1365e-05
Solution from (178,185), to (172,191). Optimal cost: 8.48528, Found cost: 8.48528, Expanded: 7, Generated: 33, Total duration: 2.4837e-05, First move duration: 2.4837e-05
Solution from (105,399), to (113,394). Optimal cost: 10.0711, Found cost: 10.0711, Expanded: 9, Generated: 39, Total duration: 2.6425e-05, First move duration: 2.6425e-05
Solution from (74,433), to (81,426). Optimal cost: 9.89949, Found cost: 9.89949, Expanded: 8, Generated: 38, Total duration: 2.4935e-05, First move duration: 2.4935e-05
Solution from (393,326), to (388,336). Optimal cost: 12.0711, Found cost: 12.0711, Expanded: 11, Generated: 42, Total duration: 3.2376e-05, First move duration: 3.2376e-05
Solution from (184,341), to (170,341). Optimal cost: 14, Found cost: 14, Expanded: 15, Generated: 47, Total duration: 3.2772e-05, First move duration: 3.2772e-05
Solution from (214,143), to (226,145). Optimal cost: 12.8284, Found cost: 12.8284, Expanded: 13, Generated: 42, Total duration: 2.8867e-05, First move duration: 2.8867e-05
Solution from (160,229), to (171,236). Optimal cost: 13.8995, Found cost: 13.8995, Expanded: 18, Generated: 65, Total duration: 4.7447e-05, First move duration: 4.7447e-05
Solution from (159,345), to (173,341). Optimal cost: 15.6569, Found cost: 15.6569, Expanded: 15, Generated: 55, Total duration: 3.7439e-05, First move duration: 3.7439e-05
Solution from (216,331), to (215,319). Optimal cost: 12.4142, Found cost: 12.4142, Expanded: 13, Generated: 43, Total duration: 3.3606e-05, First move duration: 3.3606e-05
Solution from (108,404), to (97,414). Optimal cost: 15.1421, Found cost: 15.1421, Expanded: 20, Generated: 80, Total duration: 6.0401e-05, First move duration: 6.0401e-05
Solution from (197,318), to (210,315). Optimal cost: 14.2426, Found cost: 14.2426, Expanded: 16, Generated: 54, Total duration: 3.7864e-05, First move duration: 3.7864e-05
Solution from (195,319), to (191,307). Optimal cost: 13.6569, Found cost: 13.6569, Expanded: 13, Generated: 39, Total duration: 3.0799e-05, First move duration: 3.0799e-05
Solution from (186,340), to (186,325). Optimal cost: 15, Found cost: 15, Expanded: 16, Generated: 50, Total duration: 4.9243e-05, First move duration: 4.9243e-05
Solution from (444,191), to (431,180). Optimal cost: 17.5563, Found cost: 17.5563, Expanded: 28, Generated: 92, Total duration: 7.0665e-05, First move duration: 7.0665e-05
Solution from (114,394), to (115,411). Optimal cost: 17.4142, Found cost: 17.4142, Expanded: 18, Generated: 58, Total duration: 5.3124e-05, First move duration: 5.3124e-05
Solution from (176,254), to (175,238). Optimal cost: 16.4142, Found cost: 16.4142, Expanded: 17, Generated: 44, Total duration: 4.1988e-05, First move duration: 4.1988e-05
Solution from (179,355), to (185,340). Optimal cost: 17.4853, Found cost: 17.4853, Expanded: 16, Generated: 62, Total duration: 5.0727e-05, First move duration: 5.0727e-05
Solution from (212,334), to (201,322). Optimal cost: 16.5563, Found cost: 16.5563, Expanded: 20, Generated: 75, Total duration: 5.1025e-05, First move duration: 5.1025e-05
Solution from (187,287), to (181,270). Optimal cost: 19.4853, Found cost: 19.4853, Expanded: 18, Generated: 68, Total duration: 4.8874e-05, First move duration: 4.8874e-05
Solution from (81,449), to (69,459). Optimal cost: 16.1421, Found cost: 16.1421, Expanded: 28, Generated: 89, Total duration: 7.1703e-05, First move duration: 7.1703e-05
Solution from (202,341), to (186,334). Optimal cost: 18.8995, Found cost: 18.8995, Expanded: 17, Generated: 67, Total duration: 5.5839e-05, First move duration: 5.5839e-05
Solution from (85,418), to (70,424). Optimal cost: 17.4853, Found cost: 17.4853, Expanded: 16, Generated: 62, Total duration: 4.8478e-05, First move duration: 4.8478e-05
Solution from (112,413), to (98,423). Optimal cost: 18.1421, Found cost: 18.1421, Expanded: 38, Generated: 112, Total duration: 9.9283e-05, First move duration: 9.9283e-05
Solution from (93,415), to (91,438). Optimal cost: 23.8284, Found cost: 23.8284, Expanded: 24, Generated: 78, Total duration: 7.1654e-05, First move duration: 7.1654e-05
Solution from (177,340), to (170,360). Optimal cost: 22.8995, Found cost: 22.8995, Expanded: 21, Generated: 79, Total duration: 6.9723e-05, First move duration: 6.9723e-05
Solution from (232,137), to (249,128). Optimal cost: 20.7279, Found cost: 20.7279, Expanded: 40, Generated: 115, Total duration: 8.3918e-05, First move duration: 8.3918e-05
Solution from (175,361), to (177,339). Optimal cost: 22.8284, Found cost: 22.8284, Expanded: 23, Generated: 74, Total duration: 6.2212e-05, First move duration: 6.2212e-05
Solution from (119,407), to (101,395). Optimal cost: 22.9706, Found cost: 22.9706, Expanded: 78, Generated: 206, Total duration: 0.000172781, First move duration: 0.000172781
Solution from (199,307), to (194,287). Optimal cost: 22.0711, Found cost: 22.0711, Expanded: 21, Generated: 74, Total duration: 6.4298e-05, First move duration: 6.4298e-05
Solution from (130,394), to (108,397). Optimal cost: 23.2426, Found cost: 23.2426, Expanded: 23, Generated: 77, Total duration: 5.3273e-05, First move duration: 5.3273e-05
Solution from (179,285), to (192,300). Optimal cost: 20.3848, Found cost: 20.3848, Expanded: 34, Generated: 122, Total duration: 8.7464e-05, First move duration: 8.7464e-05
Solution from (95,409), to (96,430). Optimal cost: 21.4142, Found cost: 21.4142, Expanded: 22, Generated: 70, Total duration: 6.4024e-05, First move duration: 6.4024e-05
Solution from (252,349), to (270,341). Optimal cost: 21.3137, Found cost: 21.3137, Expanded: 41, Generated: 114, Total duration: 8.9821e-05, First move duration: 8.9821e-05
Solution from (110,387), to (133,393). Optimal cost: 25.4853, Found cost: 25.4853, Expanded: 24, Generated: 86, Total duration: 6.289e-05, First move duration: 6.289e-05
Solution from (422,303), to (436,282). Optimal cost: 26.799, Found cost: 26.799, Expanded: 88, Generated: 219, Total duration: 0.000203385, First move duration: 0.000203385
Solution from (180,336), to (199,316). Optimal cost: 27.8701, Found cost: 27.8701, Expanded: 36, Generated: 146, Total duration: 0.000109154, First move duration: 0.000109154
Solution from (430,184), to (441,206). Optimal cost: 26.5563, Found cost: 26.5563, Expanded: 46, Generated: 113, Total duration: 9.9569e-05, First move duration: 9.9569e-05
Solution from (89,437), to (105,417). Optimal cost: 26.6274, Found cost: 26.6274, Expanded: 76, Generated: 246, Total duration: 0.00016809, First move duration: 0.00016809
Solution from (183,322), to (189,304). Optimal cost: 25.3137, Found cost: 25.3137, Expanded: 83, Generated: 171, Total duration: 0.000153034, First move duration: 0.000153034
Solution from (186,286), to (176,266). Optimal cost: 24.1421, Found cost: 24.1421, Expanded: 49, Generated: 154, Total duration: 0.00011256, First move duration: 0.00011256
Solution from (141,387), to (123,404). Optimal cost: 25.0416, Found cost: 25.0416, Expanded: 21, Generated: 92, Total duration: 7.0356e-05, First move duration: 7.0356e-05
Solution from (126,365), to (121,387). Optimal cost: 24.0711, Found cost: 24.0711, Expanded: 23, Generated: 81, Total duration: 7.4989e-05, First move duration: 7.4989e-05
Solution from (134,373), to (156,362). Optimal cost: 26.5563, Found cost: 26.5563, Expanded: 77, Generated: 238, Total duration: 0.000174951, First move duration: 0.000174951
Solution from (158,355), to (134,365). Optimal cost: 28.1421, Found cost: 28.1421, Expanded: 81, Generated: 247, Total duration: 0.000180083, First move duration: 0.000180083
Solution from (138,366), to (165,370). Optimal cost: 28.6569, Found cost: 28.6569, Expanded: 40, Generated: 118, Total duration: 8.4661e-05, First move duration: 8.4661e-05
Solution from (171,362), to (144,358). Optimal cost: 28.6569, Found cost: 28.6569, Expanded: 40, Generated: 118, Total duration: 8.8475e-05, First move duration: 8.8475e-05
Solution from (82,419), to (98,396). Optimal cost: 29.6274, Found cost: 29.6274, Expanded: 121, Generated: 357, Total duration: 0.000274146, First move duration: 0.000274146
Solution from (220,140), to (196,159). Optimal cost: 31.8701, Found cost: 31.8701, Expanded: 100, Generated: 323, Total duration: 0.000252348, First move duration: 0.000252348
Solution from (80,428), to (92,402). Optimal cost: 30.9706, Found cost: 30.9706, Expanded: 165, Generated: 435, Total duration: 0.000319606, First move duration: 0.000319606
Solution from (124,383), to (149,375). Optimal cost: 28.3137, Found cost: 28.3137, Expanded: 81, Generated: 251, Total duration: 0.000187529, First move duration: 0.000187529
Solution from (197,162), to (219,143). Optimal cost: 29.8701, Found cost: 29.8701, Expanded: 62, Generated: 196, Total duration: 0.000141942, First move duration: 0.000141942
Solution from (185,344), to (157,338). Optimal cost: 30.4853, Found cost: 30.4853, Expanded: 29, Generated: 101, Total duration: 7.9353e-05, First move duration: 7.9353e-05
Solution from (65,460), to (57,434). Optimal cost: 29.3137, Found cost: 29.3137, Expanded: 87, Generated: 269, Total duration: 0.000203148, First move duration: 0.000203148
Solution from (216,305), to (192,285). Optimal cost: 35.2132, Found cost: 35.2132, Expanded: 80, Generated: 189, Total duration: 0.000170684, First move duration: 0.000170684
Solution from (237,304), to (204,304). Optimal cost: 33, Found cost: 33, Expanded: 34, Generated: 95, Total duration: 7.3953e-05, First move duration: 7.3953e-05
Solution from (183,319), to (209,304). Optimal cost: 32.2132, Found cost: 32.2132, Expanded: 47, Generated: 145, Total duration: 0.000110484, First move duration: 0.000110484
Solution from (179,337), to (210,327). Optimal cost: 35.1421, Found cost: 35.1421, Expanded: 32, Generated: 118, Total duration: 0.000100166, First move duration: 0.000100166
Solution from (96,433), to (113,408). Optimal cost: 32.0416, Found cost: 32.0416, Expanded: 91, Generated: 242, Total duration: 0.000200407, First move duration: 0.000200407
Solution from (115,393), to (99,419). Optimal cost: 32.6274, Found cost: 32.6274, Expanded: 47, Generated: 153, Total duration: 0.000123818, First move duration: 0.000123818
Solution from (70,457), to (46,434). Optimal cost: 33.5269, Found cost: 33.5269, Expanded: 43, Generated: 171, Total duration: 0.000113617, First move duration: 0.000113617
Solution from (196,312), to (180,284). Optimal cost: 34.6274, Found cost: 34.6274, Expanded: 53, Generated: 167, Total duration: 0.000138652, First move duration: 0.000138652
Solution from (212,319), to (233,292). Optimal cost: 35.6985, Found cost: 35.6985, Expanded: 103, Generated: 340, Total duration: 0.000234655, First move duration: 0.000234655
Solution from (195,344), to (168,329). Optimal cost: 33.2132, Found cost: 33.2132, Expanded: 159, Generated: 380, Total duration: 0.000340995, First move duration: 0.000340995
Solution from (162,361), to (130,376). Optimal cost: 38.2132, Found cost: 38.2132, Expanded: 154, Generated: 373, Total duration: 0.000353988, First move duration: 0.000353988
Solution from (144,364), to (134,397). Optimal cost: 37.1421, Found cost: 37.1421, Expanded: 34, Generated: 124, Total duration: 9.6465e-05, First move duration: 9.6465e-05
Solution from (149,350), to (126,378). Optimal cost: 37.5269, Found cost: 37.5269, Expanded: 122, Generated: 392, Total duration: 0.000255888, First move duration: 0.000255888
Solution from (364,137), to (338,111). Optimal cost: 37.9411, Found cost: 37.9411, Expanded: 106, Generated: 278, Total duration: 0.000244982, First move duration: 0.000244982
Solution from (164,249), to (183,279). Optimal cost: 37.8701, Found cost: 37.8701, Expanded: 194, Generated: 471, Total duration: 0.000430842, First move duration: 0.000430842
Solution from (166,366), to (190,338). Optimal cost: 37.9411, Found cost: 37.9411, Expanded: 85, Generated: 299, Total duration: 0.000222032, First move duration: 0.000222032
Solution from (214,153), to (245,136). Optimal cost: 39.2132, Found cost: 39.2132, Expanded: 102, Generated: 212, Total duration: 0.000215255, First move duration: 0.000215255
